3445.5 916.49 4166.2
3445.5 916.49 4166.2
3445.5 916.49 4166.2
1316.5 1010.9 5479.5
1313.4 1039.9 5451.4
1313.4 1039.9 5451.4
1313.4 1039.9 5451.4
1315.9 1038.7 5480.3
1315.9 1038.7 5480.3
1315.9 1038.7 5480.3
1315.9 1038.7 5480.3
1312.6 1029.1 5440.6
1312.6 1029.1 5440.6
1313.4 1018.8 5468.9
1313.4 1018.8 5468.9
1313.4 1018.8 5468.9
1312.8 1023.7 5471.2
1312.8 1023.7 5471.2
1312.8 1023.7 5471.2
1317 1016.9 5480.9
1317 1016.9 5480.9
1317 1016.9 5480.9
1317 1016.9 5480.9
1304.8 1022.3 5465.7
1304.8 1022.3 5465.7
1314.9 1016.6 5489.7
1314.9 1016.6 5489.7
1314.9 1016.6 5489.7
1324.8 1047.4 5463.5
1324.8 1047.4 5463.5
1324.8 1047.4 5463.5
1324.8 1047.4 5463.5
1311.3 1021.4 5491.9
1311.3 1021.4 5491.9
1311.3 1021.4 5491.9
1319.4 1040.2 5528.5
1319.4 1040.2 5528.5
1319.4 1040.2 5528.5
1312.4 1024.3 5501.1
1312.4 1024.3 5501.1
1316.4 1057.4 5497.6
1316.4 1057.4 5497.6
1316.4 1057.4 5497.6
1317 1040.6 5490.5
1317 1040.6 5490.5
1317 1040.6 5490.5
1321.9 1050.8 5488.5
1321.9 1050.8 5488.5
1321.9 1050.8 5488.5
1325.9 1042.9 5506.1
1325.9 1042.9 5506.1
1325.9 1042.9 5506.1
1328.6 1038.2 5496.9
1328.6 1038.2 5496.9
1328.6 1038.2 5496.9
1321.5 1002.9 5500.1
1321.5 1002.9 5500.1
1321.5 1002.9 5500.1
1321.5 1002.9 5500.1
1311.5 1005.9 5528.7
1311.5 1005.9 5528.7
1311.5 1005.9 5528.7
1312.4 996.72 5552.1
1312.4 996.72 5552.1
1312.4 996.72 5552.1
1312.6 996.93 5538.1
1297.2 979.15 5536.1
1297.2 979.15 5536.1
1297.2 979.15 5536.1
1290.4 945.98 5533.5
1290.4 945.98 5533.5
1290.4 945.98 5533.5
1300.3 955.65 5522.7
1300.3 955.65 5522.7
1300.3 955.65 5522.7
1294.4 907.83 5505.1
1294.4 907.83 5505.1
1294.4 907.83 5505.1
1298 908.64 5534.3
1298 908.64 5534.3
1298 908.64 5534.3
1291.8 880.6 5522
1291.8 880.6 5522
1291.8 880.6 5522
1291.2 873.64 5519.5
1291.2 873.64 5519.5
1291.2 873.64 5519.5
1293.4 841.02 5515.4
1293.4 841.02 5515.4
1293.4 841.02 5515.4
1289.8 832.03 5502.6
1289.8 832.03 5502.6
1289.8 832.03 5502.6
1284.8 774.95 5511.4
1284.8 774.95 5511.4
1284.8 774.95 5511.4
1282.5 761.72 5523.3
1282.5 761.72 5523.3
1282.5 761.72 5523.3
1296.7 717.99 5511.1
1296.7 717.99 5511.1
1296.7 717.99 5511.1
1296.7 717.99 5511.1
1298.6 718.94 5522.2
1298.6 718.94 5522.2
1298.6 718.94 5522.2
1293.6 695.75 5524.4
1293.6 695.75 5524.4
1293.6 695.75 5524.4
1302.7 698.22 5528
1302.7 698.22 5528
1302.7 698.22 5528
1288 655.46 5538.3
1288 655.46 5538.3
1288 655.46 5538.3
1288 655.46 5538.3
1280 664.14 5523.5
1280 664.14 5523.5
1280 664.14 5523.5
1283.9 665.2 5535.7
1283.9 665.2 5535.7
1283.9 665.2 5535.7
1271.4 673.12 5556.5
1271.4 673.12 5556.5
1271.4 673.12 5556.5
1248.9 654.74 5568.1
1248.9 654.74 5568.1
1248.9 654.74 5568.1
1224.9 665.2 5572.5
1224.9 665.2 5572.5
1224.9 665.2 5572.5
1213.9 676.38 5579.7
1213.9 676.38 5579.7
1213.9 676.38 5579.7
1210.3 673.76 5610.2
1210.3 673.76 5610.2
1210.3 673.76 5610.2
1195.2 702.96 5591.5
1195.2 702.96 5591.5
1195.2 702.96 5591.5
1174.2 689.78 5592.5
1174.2 689.78 5592.5
1174.2 689.78 5592.5
1174.2 689.78 5592.5
1185.2 695 5621.3
1185.2 695 5621.3
1263.9 720.62 5613.3
1263.9 720.62 5613.3
1273.9 690.22 5552.9
1273.9 690.22 5552.9
1265 682.38 5578.8
1265 682.38 5578.8
1269.2 672.76 5573.4
1269.2 672.76 5573.4
1269.2 672.76 5573.4
1269.2 672.76 5573.4
1254.2 658.09 5563.6
1254.2 658.09 5563.6
1254.2 658.09 5563.6
1258.4 682.41 5548.5
1258.4 682.41 5548.5
1258.4 682.41 5548.5
1229 658.24 5590.2
1229 658.24 5590.2
1229 658.24 5590.2
1237.5 634.5 5545.1
1237.5 634.5 5545.1
1237.5 634.5 5545.1
