0 7.35471 ms
1 7.49929 ms
2 7.456 ms
3 7.6336 ms
4 7.35828 ms
5 7.48412 ms
6 7.67555 ms
7 14.871 ms
8 1.33333 ms
9 7.37702 ms
10 7.46582 ms
11 7.48858 ms
12 7.47921 ms
13 7.48679 ms
14 7.48055 ms
15 7.51892 ms
16 14.9508 ms
17 1.40115 ms
18 7.35516 ms
19 7.44485 ms
20 7.47742 ms
21 7.49616 ms
22 7.4975 ms
23 10.1307 ms
24 4.84513 ms
25 18.7634 ms
26 1.35831 ms
27 11.2396 ms
28 4.87235 ms
29 10.1044 ms
30 4.83933 ms
31 7.52651 ms
32 8.7746 ms
33 6.21282 ms
34 16.24 ms
35 2.52743 ms
36 6.18336 ms
37 7.47162 ms
38 7.4975 ms
39 11.3703 ms
40 6.11063 ms
41 6.22263 ms
42 8.75452 ms
43 13.7398 ms
44 1.38286 ms
45 7.37211 ms
46 7.44039 ms
47 7.49661 ms
48 7.51223 ms
49 7.49126 ms
50 7.47028 ms
51 7.46761 ms
52 15.1896 ms
53 1.20392 ms
54 7.51 ms
55 7.36051 ms
56 7.47564 ms
57 7.52204 ms
58 7.67599 ms
59 7.47251 ms
60 7.36408 ms
61 16.1217 ms
62 1.45693 ms
63 7.41718 ms
64 7.3681 ms
65 7.54168 ms
66 8.6867 ms
67 7.48278 ms
68 7.47742 ms
69 7.50687 ms
70 15.1307 ms
71 1.22355 ms
72 7.36453 ms
73 8.73846 ms
74 7.48322 ms
75 7.4801 ms
76 34.9985 ms
77 3.75544 ms
78 7.4627 ms
79 15.1208 ms
80 1.22043 ms
81 7.40379 ms
82 7.49706 ms
83 7.46894 ms
84 7.49349 ms
85 7.50063 ms
86 7.48813 ms
87 7.61174 ms
88 14.9914 ms
89 1.23649 ms
90 7.33775 ms
91 7.50509 ms
92 7.48813 ms
93 7.48635 ms
94 7.49929 ms
95 7.60415 ms
96 7.3971 ms
97 15.0735 ms
98 1.22891 ms
99 7.3672 ms
100 7.45913 ms
101 7.50241 ms
102 7.49706 ms
103 7.49259 ms
104 7.49349 ms
105 7.47564 ms
106 15.1293 ms
107 1.21106 ms
108 7.3739 ms
109 7.71838 ms
110 18.9687 ms
111 18.2828 ms
112 7.48635 ms
113 7.52651 ms
114 7.48858 ms
115 14.9615 ms
116 1.38598 ms
117 7.38907 ms
118 7.48947 ms
119 7.43815 ms
120 7.56801 ms
121 7.60058 ms
122 7.54079 ms
123 7.63271 ms
124 14.8549 ms
125 1.19455 ms
126 7.42968 ms
127 7.456 ms
128 7.61531 ms
129 7.28465 ms
130 7.5631 ms
131 7.6394 ms
132 7.38238 ms
133 14.9629 ms
134 1.48326 ms
135 7.24583 ms
136 7.60192 ms
137 7.37836 ms
138 7.59924 ms
139 7.37836 ms
140 7.61888 ms
141 7.40513 ms
142 15.1485 ms
143 1.5435 ms
144 7.12446 ms
145 7.33463 ms
146 7.64565 ms
147 7.47876 ms
148 7.35962 ms
149 7.54926 ms
150 7.5805 ms
151 14.9905 ms
152 1.20526 ms
153 7.54793 ms
154 7.34534 ms
155 7.75988 ms
156 7.34132 ms
157 7.36497 ms
158 7.60594 ms
159 7.56176 ms
160 14.883 ms
161 1.22534 ms
162 7.43414 ms
163 7.36587 ms
164 7.51044 ms
165 8.86296 ms
166 6.09814 ms
167 7.6046 ms
168 7.36497 ms
169 15.1365 ms
170 1.34136 ms
171 7.33865 ms
172 7.48769 ms
173 7.48635 ms
174 7.49126 ms
175 7.5158 ms
176 7.4743 ms
177 7.48367 ms
178 16.2427 ms
179 1.34091 ms
180 7.38148 ms
181 7.49036 ms
182 7.49438 ms
183 7.51223 ms
184 7.48367 ms
185 8.61976 ms
186 6.44218 ms
187 15.0401 ms
188 1.31369 ms
189 7.41272 ms
190 7.23244 ms
191 7.76479 ms
192 7.35739 ms
193 7.53677 ms
194 7.49884 ms
195 7.54079 ms
196 14.9093 ms
197 1.31191 ms
198 8.5506 ms
199 8.82012 ms
200 7.6336 ms
201 8.64163 ms
202 7.60147 ms
203 8.67777 ms
204 7.55239 ms
205 16.2975 ms
206 1.4904 ms
207 8.3315 ms
208 7.47564 ms
209 8.85849 ms
210 7.53811 ms
211 8.55283 ms
212 7.56711 ms
213 7.54212 ms
214 15.0021 ms
215 1.33109 ms
216 7.3913 ms
217 7.49482 ms
218 7.38193 ms
219 7.59567 ms
220 7.62423 ms
221 7.23824 ms
222 7.49795 ms
223 15.024 ms
224 1.16644 ms
225 7.4154 ms
226 7.71838 ms
227 7.44529 ms
228 7.49661 ms
229 7.48099 ms
230 7.41183 ms
231 7.85091 ms
232 14.7648 ms
233 1.20838 ms
234 7.51446 ms
235 7.50732 ms
236 22.3479 ms
237 3.79917 ms
