-0.0692487 0.0221563 -0.0212378 -0.00854916 55 -0.0138686 0.000292216 0.00764956 0.0146324 0.090808 -0.0409641 -0.0371521
-0.120351 -0.527104 0.64218 0.371315 54.9986 0.0504905 -0.410279 -0.0763106 0.394491 -0.102212 0.207289 0.377611
-0.491088 0.409388 0.342305 0.461806 54.9949 0.275571 0.0950349 -0.15074 0.255484 -0.799817 0.812477 0.751899
-0.120523 1.35665 -1.09651 0.523463 54.9732 1.45527 -1.21507 1.98143 0.014053 -3.21499 0.958027 1.18308
-8.22935 -22.0641 -22.0865 14.1739 51.2646 -5.47335 -75.2788 -16.6323 9.26271 -33.5592 7.15417 22.6362
40.9244 27.1665 -104.259 14.5398 -2.57711 50.6687 95.5732 87.7222 50.073 81.0296 55.8628 103.783
-68.6043 -71.9388 -18.1679 -50.9371 12.8925 0.831615 -48.1538 10.6714 -63.5216 31.4333 -10.8913 -90.5881
-2.58172 -10.3282 -43.1838 -14.0654 52.9338 3.82353 -45.1336 7.06867 -14.556 -24.3499 0.301984 -15.2671
-3.10537 -7.55244 2.18049 34.4996 42.0443 -0.00846114 -32.4958 -1.16425 47.0959 -25.084 1.37775 30.0873
-3.4129 -6.1801 6.34617 33.3011 42.6567 -0.155789 -33.324 -1.7292 47.227 -25.9176 1.71794 26.8585
-4.15632 -8.17366 -3.90874 30.0524 45.3436 1.15893 -32.6226 0.562288 41.1655 -24.8815 1.98174 24.3618
-4.01636 -8.38398 -9.22481 28.7537 46.3137 1.05828 -32.0282 0.237224 38.662 -25.0229 2.14122 23.6259
-4.40722 -7.67273 -10.2996 29.0134 46.1497 0.940243 -32.7739 0.452225 39.0458 -25.6393 1.61243 23.878
-3.78991 -9.12998 -9.57334 29.2167 46.0268 0.864544 -33.4722 0.235292 39.2585 -25.8132 1.69929 24.1715
-4.18138 -8.44685 -8.4563 28.9056 46.2933 1.10599 -31.85 0.485883 38.35 -25.5198 1.95206 24.3265
-4.27484 -8.57721 -8.80861 29.3511 45.9306 0.899282 -32.5198 0.2797 39.4937 -25.5114 1.72562 24.2706
-4.10902 -8.59817 -8.55171 29.4705 45.8337 0.84289 -33.6012 0.0423603 39.7636 -25.6338 1.88127 24.2987
-3.99091 -8.51692 -8.70993 28.7459 46.3799 0.834723 -31.7929 -0.00952343 38.2552 -24.8979 1.92483 24.0208
-3.987 -8.20772 -9.02887 27.8837 46.9521 1.18163 -32.0795 0.492481 36.8052 -24.709 2.1176 23.374
-2.528 -9.87517 -8.50435 27.2923 47.2707 -0.0527892 -26.1421 -1.20281 36.3336 -19.0258 1.32239 22.3936
-3.3728 -8.30574 -8.16638 26.1629 48.0271 1.00054 -30.2551 0.344475 33.9973 -23.2426 1.88004 22.0706
-3.6966 -8.14149 -8.25076 26.8256 47.6269 0.9847 -29.8841 -0.142459 34.991 -22.845 2.42844 22.6583
-3.18221 -7.76446 -8.98201 26.7687 47.6711 1.01346 -29.5212 -0.0254167 34.8343 -23.1208 2.35384 22.6826
