-0.00115943 -0.0429573 0.0179493 -0.0566875 55 -0.0245656 -0.0219426 -0.0251998 -0.0629676 7.29014e-005 -0.0260604 -0.054357
-4.71575 12.7117 -9.40238 -8.3104 53.302 2.30375 -7.2385 -1.81286 -17.9138 -23.6289 7.47608 2.10985
-23.0119 9.01915 -103.174 -16.1351 15.7667 47.1452 14.7998 60.082 -80.3905 -107.119 57.7491 -5.94722
0.397413 -8.77844 -29.2197 -27.7942 -8.45312 6.44923 -9.70705 28.2829 -56.4572 -99.0608 -18.0966 -165.935
-15.0517 31.2837 -13.6603 -33.3715 11.1084 -3.46827 -55.2814 19.2981 -34.6935 -30.6946 -32.365 -125.199
-17.6023 31.2936 -8.66184 -46.5764 -0.257731 -8.15411 -40.5128 -1.56072 -63.7029 58.0759 -17.0665 -124.52
3.11612 -10.7607 -8.32461 -47.1982 1.74226 2.10847 8.06802 18.6026 -111.02 89.0168 -17.3654 -59.9703
13.3764 -42.6641 -15.5648 -4.77127 7.70988 7.54869 -4.03108 33.4598 -100.504 54.6973 -21.0802 58.2563
6.48208 -29.6042 -10.6846 -12.7795 -7.44148 12.9307 -35.3365 13.1937 -64.2714 36.6037 14.0834 146.076
-6.66367 13.6176 -7.38664 -25.6153 9.36292 6.97377 -48.5717 -16.4156 -28.9799 49.5987 38.1756 -143.563
-2.43589 12.6784 -10.9481 -37.5952 32.1912 0.529012 -4.82709 -21.3599 -41.1012 55.0933 27.273 -59.9193
-0.869745 -24.1177 -16.2951 2.66259 44.6156 17.2545 17.5595 12.0643 -22.7378 8.29923 26.0637 38.5709
-5.10944 -18.1802 -19.9921 21.0622 23.6457 31.9248 9.41401 21.257 16.5152 -22.826 57.3445 103.547
0.684747 5.55326 -26.5735 25.3581 10.5894 18.9152 -19.6816 -9.381 52.555 -16.8479 72.2147 165.914
-2.94743 -14.8704 -31.4472 14.1519 -3.08147 8.20657 -37.1616 -21.5204 77.2944 -8.55578 50.216 -125.193
-2.68196 -4.30238 -37.835 10.0644 37.1458 3.17803 -2.72908 -3.06663 54.7694 -44.7215 11.0297 -35.9493
-1.46339 -10.1163 -44.4432 40.1837 34.2642 6.72956 -2.04018 0.1481 38.331 -73.4748 15.4312 63.5579
-2.43986 -8.1993 -50.29 16.018 8.91767 -1.21513 -5.82056 -5.88186 4.46827 -58.884 4.26492 146.685
-2.30581 -8.61944 -53.9544 -27.988 14.3292 -10.2193 -5.6679 11.6215 -26.711 -53.6704 -40.5798 -128.887
-2.87599 -8.37646 -54.7339 -15.2294 42.5344 -13.0826 -9.79039 3.67155 -39.9756 -115.023 -36.8805 11.5529
-2.74652 -8.09669 -52.4792 -1.63195 45.2693 -8.68139 -5.97304 6.81899 -26.127 -45.9501 -29.3232 31.7986
-2.86863 -7.99798 -47.8584 21.2986 48.3278 -2.8746 -4.5858 -0.0680937 9.60673 42.415 -6.52046 40.99
-2.47943 -8.11218 -43.2202 36.1787 32.6559 -2.34989 -3.74394 -2.79704 23.0161 87.5872 -2.03085 78.2755
-2.65855 -8.12379 -38.5061 16.982 17.1977 -7.99337 -3.74916 2.11225 -4.88426 104.228 -21.3438 122.973
-2.43546 -7.41721 -35.769 -31.1926 16.492 -10.1477 -6.55984 5.13598 -24.8409 35.7887 -30.886 -119.679
-2.37198 -7.31249 -34.8625 -22.6396 46.8298 13.3632 -5.62657 4.21366 -20.7196 13.296 26.5102 -32.6042
-2.57742 -8.07106 -36.432 15.9559 41.9727 17.3514 -3.90234 0.123763 4.8376 32.3246 43.746 48.0214
-2.771 -7.33501 -40.6491 30.2009 21.016 8.62105 -3.52932 -1.68501 16.3075 22.554 22.3416 109.621
-2.66501 -7.54473 -46.0791 1.62759 5.48009 4.59222 -3.79708 1.59312 -3.98076 -26.5031 8.64587 171.368
-2.79213 -7.39274 -50.4971 -27.7297 13.8242 7.68793 -5.02916 3.80676 -16.4361 -71.7021 13.1704 -127.701
-2.9166 -8.28566 -52.8826 -28.4267 32.7051 7.6897 -4.2806 2.46807 -8.54688 -73.6074 14.8277 -82.7122
-2.72711 -8.04914 -52.3685 -15.263 43.5473 -4.12241 -3.06757 -0.672987 9.81086 -37.9699 -8.67339 -55.5286
-3.25094 -8.06792 -49.1519 -17.1776 42.5142 -6.85352 -3.35914 0.0510382 6.18922 34.6087 -15.9745 -58.1329
-2.71906 -7.7089 -44.2967 -10.1334 53.3024 -4.40144 -3.87254 2.49698 -8.46306 61.8356 -13.1992 -13.5981
-2.19547 -7.71685 -39.0329 17.2673 41.1838 -3.48612 -4.33497 2.54773 -8.40789 39.7774 -11.1155 61.9499
-2.4353 -7.93459 -34.9058 23.3336 18.0985 4.94697 -3.20242 0.279667 3.53 8.51372 11.0708 118.865
-2.48283 -7.72895 -32.8618 16.3833 10.6113 10.3012 -2.76387 -0.510923 8.02456 -16.5394 25.0081 147.433
-2.30752 -8.23262 -33.5539 2.77058 5.53686 4.27062 -3.76348 1.27685 -2.08549 -41.8297 8.28427 171.019
-2.62603 -7.67726 -36.1803 -8.55193 8.32726 -10.5582 -3.61338 2.43201 -6.73149 -52.9877 -28.2454 -166.774
-2.58736 -7.7163 -40.3164 5.30212 12.5723 -16.5354 -3.44374 1.12531 -0.0204898 -10.9117 -43.2343 163.041
-2.72976 -7.81714 -44.6972 14.5031 10.1865 -10.8956 -3.02599 -0.325018 6.3816 2.84166 -25.4051 150.358
-2.96864 -7.67939 -47.8086 11.2961 6.95487 0.431819 -3.07608 0.708825 2.8847 -22.1727 0.139088 156.955
-2.73119 -7.8987 -50.1354 12.075 9.50561 -2.23361 -2.41903 1.79447 -3.83485 -40.5476 -7.29173 145.402
-2.75408 -7.98407 -49.9018 22.5284 32.8696 -6.98352 -1.7627 1.22596 -2.10824 -0.178415 -17.7591 83.0115
-2.36803 -7.96115 -47.3734 8.07408 54.1269 1.47647 -1.84781 0.150872 3.65104 9.53723 3.20445 14.2962
-2.58229 -7.81439 -42.7033 -16.7103 47.6786 0.34592 -2.66907 0.722786 1.81282 -15.6704 -0.0745304 -44.9405
-2.28906 -8.02895 -37.7653 -24.8598 37.4831 4.63883 -2.54257 1.29861 -2.57787 -20.8418 9.11157 -72.2604
-2.07532 -8.18491 -33.9758 -19.8912 45.0729 3.70189 -2.74807 0.64594 -0.446819 -13.607 7.73244 -52.5143
-1.66742 -8.0158 -32.0278 6.75503 54.4682 -0.609963 -2.8245 0.043497 3.8142 1.3167 -1.45028 10.9783
-2.44393 -7.89235 -31.8759 21.2593 43.4054 -5.13395 -2.29559 0.40167 1.6307 1.68075 -12.3434 56.6719
